UnitId,GeographicArea,Gacc,WildlandRole,UnitType,Department,Agency,Parent,Country,State,Code,Name,OrgCode,Address,Phone,Email,Started,Modified
USOKALAQ,SA,USGASAC,Incident Host Geographic,US Federal,DOD,USAF,,US,OK,ALAQ,Altus Air Force Base,,209 E Sir Drive  Altus Oklahoma 73252,5804817444,roger.kennedy.1@us.af.mil,20170720,20170720
USOKANA,SA,USGASAC,Incident Host Geographic,US Federal,DOI,BIA,,US,OK,ANA,Anadarko Agency,,   Oklahoma ,,,,20060223
USOKCHA,SA,USGASAC,Incident Host Geographic,US Federal,DOI,BIA,,US,OK,CHA,Chickasaw Agency,,   Oklahoma ,,,,20060315
USOKCHP,SA,USGASAC,Incident Host Geographic,US Federal,DOI,NPS,,US,OK,CHP,Chickasaw National Recreation Area,,   Oklahoma ,,,,20030331
USOKCNA,SA,USGASAC,Incident Host Geographic,Tribe,,,,US,OK,CNA,Cherokee Nation Tribe,,   Oklahoma ,,,,20080821
USOKCOA,SA,USGASAC,Incident Host Geographic,US Federal,DOI,BIA,,US,OK,COA,Concho Field Office,,   Oklahoma ,,,,20060223
USOKCOT,SA,USGASAC,Resource Provider Only,Tribe,Tribe,,,US,OK,COT,Comanche Nation,,584 NW Bingo Road  Lawton Oklahoma 73507,5804923240,,20180516,20180620
USOKCWU,SA,USGASAC,Dispatch/Coordination Center,US State,OK,DVF,,US,OK,CWU,Central and Western Oklahoma,,   Oklahoma ,,,20080115,20080115
USOKDFR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,OK,DFR,Deep Fork National Wildlife Refuge,,   Oklahoma ,,,20060525,20120502
USOKECU,SA,USGASAC,Dispatch/Coordination Center,US State,OK,DVF,,US,OK,ECU,East Central Area Dispatch Office,,   Oklahoma ,,,20080115,20080115
USOKEOA,SA,USGASAC,Incident Host Geographic,US Federal,DOI,BIA,,US,OK,EOA,Eastern Oklahoma Regional Office,,   Oklahoma ,,,20060223,20091015
USOKFEM,SA,USGASAC,Incident Host Functional,US State,,,,US,OK,FEM,Oklahoma Department of Emergency Management,,2401 Lincoln Boulevard - Suite C51  Oklahoma City Oklahoma 73105,4055212481,,20180613,20180629
USOKFWCO,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,OK,FWCO,Oklahoma Fish & Wildlife Conservation Office,,"Route 2, Box 479, Tishomingo, Oklahoma  73460   Oklahoma ",580-384-5710,,20120402,20120920
USOKKIA,SA,USGASAC,Incident Host Geographic,Tribe,,,,US,OK,KIA,Kickapoo Field Office,,   Oklahoma ,,,20060223,20091015
USOKLRR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,OK,LRR,Little River National Wildlife Refuge,,   Oklahoma ,,,,20120514
USOKLSR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,OK,LSR,Little Sandy National Wildlife Refuge,,635 South Park Drive  Broken Bow Oklahoma 74728-0340,5805846211,,20171115,20171115
USOKMIA,SA,USGASAC,Incident Host Geographic,US Federal,DOI,BIA,,US,OK,MIA,Miami Agency,,   Oklahoma ,,,,20060315
USOKNEU,SA,USGASAC,Dispatch/Coordination Center,US State,OK,DVF,,US,OK,NEU,Northeast Area Dispatch Center,,   Oklahoma ,,,20080115,20080115
USOKOCP,SA,USGASAC,Incident Host Geographic,US Federal,DOI,NPS,,US,OK,OCP,Oklahoma City National Monument,,"P.O. Box 675, Oklahoma City, OK  73101   Oklahoma ",405-235-3313,,20140113,20140113
USOKOESR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,OK,OESR,Oklahoma Ecological Services Field Office,,"9014 East 21st Street, Tulsa, Oklahoma 74129-1428   Oklahoma ",918 581-7458,,20120402,20120430
USOKOKCN,SA,USGASAC,Incident Host Geographic,Non-Government,NG,TNC,,US,OK,OKCN,Oklahoma Field Office,,10425 South 82nd East Avenue Suite 104  Tulsa Oklahoma 74133,9185851117,,20050128,20161130
USOKOKS,SA,USGASAC,Incident Host Geographic,US State,OK,DVF,,US,OK,OKS,Oklahoma Division of Forestry,,   Oklahoma ,,,,20030331
USOKOMA,SA,USGASAC,Incident Host Geographic,US Federal,DOI,BIA,,US,OK,OMA,Okmulgee Field Office,,   Oklahoma ,,,,20060315
USOKOPR,SW,USNMSWC,Incident Host Geographic,US Federal,DOI,FWS,,US,OK,OPR,Optima National Wildlife Refuge,,   Oklahoma ,,,,20030331
USOKOSA,SA,USGASAC,Incident Host Geographic,US Federal,DOI,BIA,,US,OK,OSA,Osage Agency,,   Oklahoma ,,,,20060315
USOKOZPR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,OK,OZPR,Ozark Plateau National Wildlife Refuge,,   Oklahoma ,,,20120402,20120514
USOKPAA,SA,USGASAC,Incident Host Geographic,US Federal,DOI,BIA,,US,OK,PAA,Pawnee Agency,,   Oklahoma ,,,,20060315
USOKPRI,SA,USGASAC,Incident Host Geographic,Non-Government,NG,PRI,,US,OK,PRI,Oklahoma Private Lands,,"The Office of Governor, Oklahoma State Capitol 2300 N. Lincoln Blvd., Room 212 Oklahoma City Oklahoma 73105",4055213353,governor@oklaosf.state.ok.us,20140709,20140709
USOKSEU,SA,USGASAC,Dispatch/Coordination Center,US State,OK,DVF,,US,OK,SEU,Southeast Area Dispatch Center,,   Oklahoma ,,,20080115,20080115
USOKSLR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,OK,SLR,Salt Plains National Wildlife Refuge,,   Oklahoma ,,,,20120514
USOKSPA,SA,USGASAC,Incident Host Geographic,US Federal,DOI,BIA,,US,OK,SPA,Southern Plains Regional Office,,   Oklahoma ,,,20060223,20060223
USOKSQR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,OK,SQR,Sequoyah National Wildlife Refuge,,   Oklahoma ,,,,20120514
USOKTIAQ,SA,USGASAC,Incident Host Geographic,US Federal,DOD,USAF,,US,OK,TIAQ,Tinker Air Force Base,,7551 1st Street  Tinker AFB Oklahoma 73145,4055829843,roger.kennedt.1@us.af.mil,20170720,20170720
USOKTLA,SA,USGASAC,Incident Host Geographic,US Federal,DOI,BIA,,US,OK,TLA,Talihina Agency,,   Oklahoma ,,,,20060315
USOKTMR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,OK,TMR,Tishomingo  National Fish Hatcery,,"5700 OK Hwy 7W, Tishomingo, Oklahoma 73460-9802   Oklahoma ",580 384-5710,,20060525,20120430
USOKTSR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,OK,TSR,Tishomingo National Wildlife Refuge,,   Oklahoma ,,,,20120514
USOKTUD,SA,USGASAC,Incident Host Geographic,US Federal,DOI,BLM,,US,OK,TUD,Tulsa Field Office,,   Oklahoma ,,,,20030331
USOKVAAQ,SA,USGASAC,Incident Host Geographic,US Federal,DOD,USAF,,US,OK,VAAQ,Vance Air Force Base,,308 Sawyer Street  Vance AFB Oklahoma 73705,5802137476,roger.kennedy.1@us.af.mil,20170719,20170719
USOKWBP,SA,USGASAC,Incident Host Geographic,US Federal,DOI,NPS,,US,OK,WBP,Washita Battlefield National Historic Site,,   Oklahoma ,,,,20030331
USOKWEA,SA,USGASAC,Incident Host Geographic,US Federal,DOI,BIA,,US,OK,WEA,Wewoka Agency,,   Oklahoma ,,,,20060315
USOKWMR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,OK,WMR,Wichita Mountains National Wildlife Refuge,,   Oklahoma ,,,,20120514
USOKWSR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,OK,WSR,Washita National Wildlife Refuge,,   Oklahoma ,,,,20120402
USOR500S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,500S,Northwest Oregon Area,,   Oregon ,,,20080206,20080521
USOR50C,NW,USORNWC,Dispatch/Coordination Center,US State,OR,DOF,,US,OR,50C,Northwest Oregon Area Dispatch Center,,   Oregon ,503-359-7426,,20070424,20070424
USOR510S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,510S,Tillamook District,,   Oregon ,,,20080205,20080206
USOR520S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,520S,Astoria District,,   Oregon ,,,20080205,20080206
USOR530S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,530S,Forest Grove District,,   Oregon ,,,20080205,20080206
USOR531S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,531S,Forest Grove Unit,,"801 Gales Creek Road, Forest Grove, OR 97116   Oregon ",503-357-2191,,20130517,20130517
USOR532S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,532S,Columbia City Unit,,   Oregon ,,,20080206,20080225
USOR540S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,540S,South Fork Inmate Camp,,   Oregon ,,,20080206,20080206
USOR550S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,550S,West Oregon District,,   Oregon ,,,20080205,20080206
USOR551S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,551S,Philomath Unit,,   Oregon ,,,20080206,20080225
USOR552S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,552S,Dallas Unit,,   Oregon ,,,20080206,20080225
USOR553S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,553S,Toledo Unit,,   Oregon ,,,20080206,20080225
USOR570S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,570S,Tillamook Forest Center,,   Oregon ,,,20080206,20080225
USOR580S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,580S,North Cascade District,,   Oregon ,,,20080206,20080206
USOR581S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,581S,Molalla Unit,,   Oregon ,,,20080206,20080225
USOR582S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,582S,Santiam Unit,,   Oregon ,,,20080206,20080225
USOR700S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,700S,Southern Oregon Area Office,,   Oregon ,,,20080219,20080623
USOR70C,NW,USORNWC,Dispatch/Coordination Center,US State,OR,DOF,,US,OR,70C,Southern Oregon Area Dispatch Center,,   Oregon ,,,20080219,20080219
USOR710S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,710S,Southwest Oregon District,,   Oregon ,,,20080205,20080225
USOR711S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,711S,Medford Unit,,   Oregon ,,,20080219,20080225
USOR712C,NW,USORNWC,Dispatch/Coordination Center,US State,OR,DOF,,US,OR,712C,Grants Pass Unit Dispatch Center,,   Oregon ,,,20090302,20090302
USOR712S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,712S,Grants Pass Unit,,   Oregon ,,,20080219,20080225
USOR71C,NW,USORNWC,Dispatch/Coordination Center,US State,OR,DOF,,US,OR,71C,Medford Dispatch Center,,   Oregon ,,,20080219,20080225
USOR721S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,721S,Coos Forest Protective Association,,   Oregon ,,,20041208,20080225
USOR722S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,722S,Bridge Unit,,   Oregon ,,,20080225,20080225
USOR723S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,723S,Gold Beach Unit,,   Oregon ,,,20080225,20080225
USOR72C,NW,USORNWC,Dispatch/Coordination Center,US State,OR,DOF,,US,OR,72C,Coos Forest Protective Association Dispatch,,   Oregon ,,,20080225,20080225
USOR730S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,730S,Douglas Forest Protective Association,,   Oregon ,,,20041208,20080225
USOR731S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,731S,North Unit,,   Oregon ,,,20080225,20080225
USOR732S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,732S,South Unit,,   Oregon ,,,20080225,20080225
USOR733S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,733S,Central Unit,,   Oregon ,,,20080225,20080225
USOR73C,NW,USORNWC,Dispatch/Coordination Center,US State,OR,DOF,,US,OR,73C,Douglas Forest Protective Association Dispatch,,   Oregon ,,,20080225,20080225
USOR740S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,740S,Coos District,,   Oregon ,,,,20080225
USOR741S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,741S,Coos Bay Unit,,"63612 Fifth Rd, Coos Bay, OR 97420   Oregon ",541-267-3161,,20130517,20130517
USOR750S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,750S,Douglas District,,   Oregon ,,,,20080225
USOR770S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,770S,South Cascade District,,"3150 Main Street, Springfield, OR 97478   Oregon ",541-726-3588,,20130517,20130517
USOR771C,NW,USORNWC,Dispatch/Coordination Center,US State,OR,DOF,,US,OR,771C,South Cascade Dispatch Center,,"3150 Main Street, Springfield, OR   Oregon ",(541) 726-2501,,,20130221
USOR771S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,771S,East Lane Unit - ODF,,   Oregon ,,,,20110425
USOR772S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,772S,Sweet Home Unit - ODF,,   Oregon ,,,20110425,20110425
USOR781S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,781S,Western Lane District,,   Oregon ,,,,20080521
USOR782S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,782S,Florence Unit,,"2660 Kingwood Street, Florence, OR 97439   Oregon ",541-997-8713,,20130517,20130517
USOR78C,NW,USORNWC,Dispatch/Coordination Center,US State,OR,DOF,,US,OR,78C,Western Lane Dispatch Center,,"87950 Territorial Highway  Veneta, OR   Oregon ",541-935-2283,,,20130205
USOR900S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,900S,Eastern Oregon Area,,   Oregon ,,,20080219,20080219
USOR950S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,950S,Central Oregon District,,   Oregon ,,,,20080225
USOR951S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,951S,Prineville Unit,,   Oregon ,,,20080219,20080225
USOR952S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,952S,John Day Unit,,   Oregon ,541-575-1139,,20060624,20080225
USOR953S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,953S,Fossil Unit,,   Oregon ,,,20080219,20080225
USOR954C,NW,USORNWC,Dispatch/Coordination Center,US State,OR,DOF,,US,OR,954C,The Dalles Dispatch Center,,   Oregon ,,,20080219,20080225
USOR954S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,954S,The Dalles Unit,,   Oregon ,,,20080219,20080225
USOR955S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,955S,Sisters Unit,,   Oregon ,,,20080219,20080225
USOR970S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,970S,Northeast Oregon District,,   Oregon ,,,,20080225
USOR971S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,971S,LaGrande District,,   Oregon ,,,20080206,20080225
USOR972S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,972S,Baker Unit,,   Oregon ,,,20080206,20080225
USOR973S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,973S,Pendleton Unit,,   Oregon ,,,20040504,20080225
USOR974S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,974S,Wallowa Unit,,   Oregon ,,,20080206,20080225
USOR980S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,980S,Klamath-Lake District,,   Oregon ,,,,20080205
USOR981S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,981S,Klamath Unit,,   Oregon ,,,20080219,20080225
USOR982S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,982S,Lake Unit,,   Oregon ,,,20080219,20080225
USOR991S,NW,USORNWC,Incident Host Geographic,US State,OR,DOF,,US,OR,991S,Walker Ranger Forest Protective Association,,   Oregon ,,,,20080225
USOR99C,NW,USORNWC,Dispatch/Coordination Center,US State,OR,DOF,,US,OR,99C,Walker Range District Dispatch Center,,   Oregon ,,,,20080225
USORADAN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,ADAN,Adair Rural Fire Protection District,,   Oregon ,,,,20020331
USORADRN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,ADRN,Adrian Rural Fire Protection District,,   Oregon ,,,,20020331
USORAGIN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,AGIN,Agness-Illahe Rural Fire Protection District,,   Oregon ,,,,20020331
USORAKR,NW,USORNWC,Incident Host Geographic,US Federal,DOI,FWS,,US,OR,AKR,Ankeny National Wildlife Refuge,,   Oregon ,,,,20020331
USORALBN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,ALBN,Albany Fire Department,,   Oregon ,,,,20020331
USORALSN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,ALSN,Alsea Rural Fire Protection District,,   Oregon ,,,,20020331
USORAMIN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,AMIN,Amity Fire District,,   Oregon ,,,,20020331
USORAPPN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,APPN,Applegate Valley Rural Fire Protection District 9,,   Oregon ,,,,20020331
USORARLN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,ARLN,Arlington Fire Department,,   Oregon ,,,,20020331
USORASHN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,ASHN,Ashland Fire & Rescue,,   Oregon ,,,,20020331
USORASTN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,ASTN,Astoria Fire Department,,   Oregon ,,,,20020331
USORATHN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,ATHN,Athena Fire Department,,   Oregon ,,,,20020331
USORAUMN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,AUMN,Aumsville Rural Fire Protection District,,   Oregon ,,,,20020331
USORAURN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,AURN,Aurora Rural Fire Protection District,,   Oregon ,,,,20020331
USORAZAN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,AZAN,Azalea Rural Fire District,,   Oregon ,,,,20020331
USORBACN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,BACN,Bay City Fire Department,,   Oregon ,,,,20020331
USORBAKN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,BAKN,Baker City Fire Department,,   Oregon ,,,,20020331
USORBANN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,BANN,Bandon Rural Fire Protection District 8,,   Oregon ,,,,20020331
USORBBRN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,BBRN,Black Butte Ranch Rural Fire Protection District,,   Oregon ,,,,20020331
USORBENN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,BENN,Bend Fire Department,,   Oregon ,,,,20020331
USORBFK,NW,USORNWC,Fire/Radio Caches,Interagency,,,,US,OR,BFK,Burns Fire Cache,,"28910 HWY 20 west  Hines, 97739   Oregon ",541-573-4482,,20060703,20060703
USORBFL,NW,USORNWC,Incident Host Geographic,US Federal,DOI,BOR,,US,OR,BFL,Bend Field Office,,"1375 SE Wilson Ave, Ste 100, Bend, OR 97702-2607   Oregon ",541-389-6541,jwbrooks@usbr.gov,20120426,20120426
USORBIC,NW,USORNWC,Dispatch/Coordination Center,Interagency,,,,US,OR,BIC,Burns Interagency Communication Center,,   Oregon ,,,,20020331
USORBKR,NW,USORNWC,Incident Host Geographic,US Federal,DOI,FWS,,US,OR,BKR,Baskett Slough National Wildlife Refuge,,   Oregon ,,,,20020331
USORBKRN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,BKRN,Baker Rural Fire Protection District,,   Oregon ,,,,20020331
USORBLRN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,BLRN,Blue River Fire Department,,   Oregon ,,,,20020331
USORBLYN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,BLYN,Bly Rural Fire Protection District,,   Oregon ,,,,20020331
USORBMC,NW,USORNWC,Dispatch/Coordination Center,US Federal,USDA,FS,,US,OR,BMC,Blue Mountains Interagency Dispatch Center,,"59973 Downs Rd.  La Grande, OR.  97850   Oregon ",541-963-7171,,20091005,20091005
USORBOAN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,BOAN,Boardman Fire Department,,   Oregon ,,,,20020331
USORBONN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,BONN,Bonanza Rural Fire Protection District,,   Oregon ,,,,20020331
USORBORN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,BORN,Boring Fire Protection District 59,,   Oregon ,,,,20020331
USORBPT,NW,USORNWC,Incident Host Geographic,Tribe,,,,US,OR,BPT,Burns Pauite Tribe,,   Oregon ,,,20040504,20040504
USORBRIN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,BRIN,Bridge Volunteer Rural Fire Department,,   Oregon ,,,,20020331
USORBRON,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,BRON,Brooking Fire/Rescue,,   Oregon ,,,,20020331
USORBRVN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,BRVN,Brownville Rural Fire Department,,   Oregon ,,,,20020331
USORBSRN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,BSRN,Blodgett-Summit Rural Fire Protection District,,   Oregon ,,,,20020331
USORBUD,NW,USORNWC,Incident Host Geographic,US Federal,DOI,BLM,,US,OR,BUD,Burns District,,   Oregon ,,,,20020331
USORBUFN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,BUFN,Butte Falls Volunteer Fire District,,   Oregon ,,,,20020331
USORBURN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,BURN,Burns Fire Department,,   Oregon ,,,,20020331
USORBVR,NW,USORNWC,Incident Host Geographic,US Federal,DOI,FWS,,US,OR,BVR,Bear Valley National Wildlife Refuge,,   Oregon ,,,,20120502
USORCACN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CACN,Canyon City Fire Department,,   Oregon ,,,,20020331
USORCAFN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CAFN,Cape Ferrelo Rural Fire Protection District,,   Oregon ,,,,20020331
USORCALN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CALN,Calapooia Rural Fire Department,,   Oregon ,,,,20020331
USORCAMN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CAMN,Camas Valley Rural Fire Department,,   Oregon ,,,,20020331
USORCANN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CANN,Canby Rural Fire Protection District,,   Oregon ,,,,20020331
USORCARN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CARN,Carlton Rural Fire Department,,   Oregon ,,,,20020331
USORCASN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CASN,Cascade Locks Fire & Rescue,,   Oregon ,,,,20020331
USORCAVN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CAVN,Canyonville/S. Umpqua Fire District,,   Oregon ,,,,20020331
USORCBD,NW,USORNWC,Incident Host Geographic,US Federal,DOI,BLM,,US,OR,CBD,Coos Bay District,,   Oregon ,,,,20020331
USORCEWN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CEWN,Creswell Rural Fire Protection District,,   Oregon ,,,,20020331
USORCFRN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CFRN,Crook County Fire & Rescue,,   Oregon ,,,20061114,20061114
USORCGF,NW,USORNWC,Incident Host Geographic,US Federal,USDA,FS,,US,OR,CGF,Columbia River Gorge National Scenic Area,,   Oregon ,,,,20020331
USORCHAN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CHAN,Charleston Fire District,,   Oregon ,,,,20020331
USORCHEN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CHEN,Chemult Rural Fire Protection District,,   Oregon ,,,,20020331
USORCHIN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CHIN,Chiloquin-Agency Lake Rural Fire Protection District,,   Oregon ,,,,20020331
USORCLAN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CLAN,Clackamas County Fire District 1,,   Oregon ,,,,20020331
USORCLKN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CLKN,Clarkes Rural Fire Protection District 68,,   Oregon ,,,,20020331
USORCLON,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CLON,Cloverdale Fire Protection District,,   Oregon ,,,,20020331
USORCLP,NW,USORNWC,Incident Host Geographic,US Federal,DOI,NPS,,US,OR,CLP,Crater Lake National Park,OR-CLP,"P.O. Box 7, Crater Lake, OR 97604   Oregon ",541-594-3061,,20130301,20130320
USORCLTN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CLTN,Clatskanie Rural Fire Protection District,,   Oregon ,,,,20020331
USORCNBN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CNBN,Cannon Beach Rural Fire Protection District,,   Oregon ,,,,20020331
USORCOBN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,COBN,Coburg Fire District,,   Oregon ,,,,20020331
USORCOC,NW,USORNWC,Dispatch/Coordination Center,Interagency,,,,US,OR,COC,Central Oregon Interagency Dispatch Center,,   Oregon ,,,,20020331
USORCOCN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,COCN,Central Oregon Coast Fire & Rescue,,   Oregon ,,,,20020331
USORCOGN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,COGN,Cottage Grove/Lane Rural Fire Department,,   Oregon ,,,,20020331
USORCOLN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,COLN,Colestin Rural Fire Protection District,,   Oregon ,,,,20020331
USORCOMN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,COMN,Columbia Rural Fire Protection District,,   Oregon ,,,,20020331
USORCONN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,CONN,Condon Fire Department,,   Oregon ,,,,20020331
USORCOQN,NW,USORNWC,Incident Host Geographic,US County/Local,OR,C&L,,US,OR,COQN,Coquille Fire Department,,   Oregon ,,,,20020331
USORCOR,NW,USORNWC,Incident Host Geographic,US Federal,DOI,FWS,,US,OR,COR,Cold Springs National Wildlife Refuge,,   Oregon ,,,,20020331
